player,player_url,season_src,season_tgt,league_src,league_tgt,team_src,team_tgt,age_src,age_tgt,position,minutes_src,minutes_tgt,goals_p90_src,goals_p90_tgt,goals_p90_delta,assists_p90_src,assists_p90_tgt,assists_p90_delta,xg_p90_src,xg_p90_tgt,xg_p90_delta,xag_p90_src,xag_p90_tgt,xag_p90_delta,prog_passes_p90_src,prog_passes_p90_tgt,prog_passes_p90_delta,prog_carries_p90_src,prog_carries_p90_tgt,prog_carries_p90_delta,touches_p90_src,touches_p90_tgt,touches_p90_delta
Moussa Niakhate,https://fbref.com/en/players/00242715/Moussa-Niakhate,2021-2022,2022-2023,Bundesliga,Premier League,Mainz 05,Nott'ham Forest,25,26,DF,2567.0,1163.0,0.14024152707440593,0.0,-0.14024152707440593,0.0,0.0,0.0,0.13673548889754578,0.04643164230438521,-0.09030384659316057,0.01753019088430074,0.007738607050730869,-0.009791583833569872,,1.1607910576096303,,0.94663030775224,0.15477214101461736,-0.7918581667376227,65.38761199844176,40.85984522785898,-24.527766770582772
Anthony Caci,https://fbref.com/en/players/0118c54c/Anthony-Caci,2021-2022,2022-2023,Ligue 1,Bundesliga,Strasbourg,Mainz 05,24,25,DF,2395.0,2033.0,0.037578288100208766,0.08853910477127398,0.050960816671065216,0.1127348643006263,0.04426955238563699,-0.06846531191498931,0.03382045929018789,0.026561731431382192,-0.0072587278588057,0.15031315240083507,0.11510083620265618,-0.035212316198178883,,3.984259714707329,,2.44258872651357,0.8853910477127398,-1.5571976788008302,71.32359081419624,60.649286768322675,-10.674304045873562
Weston McKennie,https://fbref.com/en/players/01c3aff5/Weston-McKennie,2021-2022,2022-2023,Serie A,Premier League,Juventus,Leeds United,22,23,MF,1369.0,1437.0,0.19722425127830534,0.0,-0.19722425127830534,0.0,0.06263048016701461,0.06263048016701461,0.13805697589481375,0.05010438413361169,-0.08795259176120206,0.07888970051132213,0.043841336116910226,-0.035048364394411904,,5.135699373695198,,1.9722425127830534,0.8768267223382046,-1.0954157904448487,48.451424397370346,50.54279749478079,2.0913730974104467
Franck Kessié,https://fbref.com/en/players/05e19d6a/Franck-Kessie,2021-2022,2022-2023,Serie A,La Liga,Milan,Barcelona,24,25,MF,2308.0,990.0,0.2339688041594454,0.09090909090909091,-0.1430597132503545,0.0,0.09090909090909091,0.09090909090909091,0.17157712305025996,0.16363636363636364,-0.007940759413896326,0.06629116117850953,0.06363636363636363,-0.002654797542145898,,3.5454545454545454,,1.4038128249566724,1.2727272727272727,-0.13108555222939966,62.39168110918544,52.27272727272727,-10.118953836458168
Benoît Badiashile,https://fbref.com/en/players/06df8256/Benoit-Badiashile,2021-2022,2022-2023,Ligue 1,Premier League,Monaco,Chelsea,20,21,DF,1838.0,905.0,0.04896626768226333,0.09944751381215469,0.05048124612989136,0.0,0.0,0.0,0.07834602829162134,0.11933701657458563,0.0409909882829643,0.019586507072905334,0.049723756906077346,0.030137249833172012,,5.569060773480663,,0.7834602829162133,1.0939226519337018,0.31046236901748847,76.87704026115344,93.97790055248619,17.10086029133275
Matías Viña,https://fbref.com/en/players/08eb3b58/Matias-Vina,2021-2022,2022-2023,Serie A,Premier League,Roma,Bournemouth,23,24,"DF,FW",1565.0,458.0,0.0,0.39301310043668125,0.39301310043668125,0.05750798722044728,0.0,-0.05750798722044728,0.03450479233226837,0.17685589519650657,0.1423511028642382,0.06325878594249201,0.039301310043668124,-0.02395747589882389,,3.3406113537117905,,2.3578274760383384,1.9650655021834063,-0.39276197385493217,60.55591054313099,56.79039301310044,-3.76551753003055
Jonjoe Kenny,https://fbref.com/en/players/099e666f/Jonjoe-Kenny,2021-2022,2022-2023,Premier League,Bundesliga,Everton,Hertha BSC,24,25,DF,1018.0,2244.0,0.0,0.0,0.0,0.08840864440078584,0.040106951871657755,-0.04830169252912809,0.01768172888015717,0.012032085561497326,-0.005649643318659844,0.07072691552062868,0.08422459893048129,0.013497683409852607,,3.93048128342246,,0.7956777996070726,1.2032085561497325,0.4075307565426599,51.54223968565815,59.2379679144385,7.695728228780347
Breel Embolo,https://fbref.com/en/players/0b4f388a/Breel-Embolo,2021-2022,2022-2023,Bundesliga,Ligue 1,M'Gladbach,Monaco,24,25,FW,2166.0,1859.0,0.3739612188365651,0.5809575040344271,0.20699628519786206,0.12465373961218837,0.09682625067240452,-0.027827488939783845,0.3490304709141274,0.4115115653577192,0.06248109444359179,0.1952908587257618,0.15492200107584725,-0.04036885764991455,,2.5174825174825175,,1.5789473684210527,1.1619150080688543,-0.4170323603521984,34.61218836565097,34.2764927380312,-0.3356956276197707
Loïc Bade,https://fbref.com/en/players/114bbdee/Loic-Bade,2021-2022,2022-2023,Ligue 1,La Liga,Rennes,Sevilla,21,22,DF,985.0,1449.0,0.0,0.06211180124223602,0.06211180124223602,0.09137055837563451,0.0,-0.09137055837563451,0.027411167512690352,0.018633540372670804,-0.008777627140019548,0.04568527918781726,0.006211180124223602,-0.03947409906359366,,2.6086956521739126,,0.7309644670050761,0.43478260869565216,-0.29618185830942395,75.83756345177665,63.9751552795031,-11.862408172273547
Álvaro Morata,https://fbref.com/en/players/129af0db/Alvaro-Morata,2021-2022,2022-2023,Serie A,La Liga,Juventus,Atlético Madrid,28,29,FW,2302.0,1900.0,0.3518679409209383,0.6157894736842106,0.26392153276327224,0.15638575152041703,0.09473684210526316,-0.06164890941515387,0.34404865334491747,0.5589473684210526,0.21489871507613517,0.25803649000868806,0.09473684210526316,-0.16329964790342488,,0.8052631578947369,,2.5412684622067765,1.563157894736842,-0.9781105674699344,37.41529105125977,31.026315789473685,-6.388975261786086
Houboulang Mendes,https://fbref.com/en/players/1545cf15/Houboulang-Mendes,2021-2022,2022-2023,Ligue 1,La Liga,Lorient,Almería,23,24,DF,3220.0,886.0,0.0,0.0,0.0,0.027950310559006212,0.10158013544018057,0.07362982488117437,0.027950310559006212,0.0,-0.027950310559006212,0.04472049689440994,0.030474040632054174,-0.014246456262355767,,1.8284424379232505,,1.565217391304348,1.8284424379232505,0.26322504661890256,51.7639751552795,44.28893905191873,-7.475036103360772
Luiz Felipe,https://fbref.com/en/players/15d0c248/Luiz-Felipe,2021-2022,2022-2023,Serie A,La Liga,Lazio,Betis,24,25,DF,2491.0,1763.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010839020473705338,0.01020986954055587,-0.0006291509331494676,0.007226013649136893,0.015314804310833806,0.008088790661696913,,2.144072603516733,,0.4335608189482136,0.05104934770277936,-0.3825114712454342,75.114411882778,57.63471355643789,-17.479698326340113
Callum Hudson-Odoi,https://fbref.com/en/players/15f3ec41/Callum-Hudson-Odoi,2021-2022,2022-2023,Premier League,Bundesliga,Chelsea,Leverkusen,20,21,"MF,FW",962.0,605.0,0.09355509355509356,0.0,-0.09355509355509356,0.18711018711018712,0.1487603305785124,-0.03834985653167472,0.2338877338877339,0.02975206611570248,-0.20413566777203143,0.19646569646569648,0.11900826446280992,-0.07745743200288656,,4.6115702479338845,,6.268191268191268,4.462809917355372,-1.805381350835896,46.4968814968815,42.84297520661157,-3.65390629026993
Aaron Hickey,https://fbref.com/en/players/1780bb4a/Aaron-Hickey,2021-2022,2022-2023,Serie A,Premier League,Bologna,Brentford,19,20,DF,2820.0,1916.0,0.1595744680851064,0.0,-0.1595744680851064,0.03191489361702128,0.04697286012526096,0.015057966508239679,0.028723404255319152,0.018789144050104387,-0.009934260205214766,0.057446808510638304,0.018789144050104387,-0.03865766446053392,,3.804801670146138,,1.819148936170213,1.9258872651356995,0.10673832896548663,51.12765957446809,48.28810020876827,-2.83955936569982
Antonio Rüdiger,https://fbref.com/en/players/18b896d6/Antonio-Rudiger,2021-2022,2022-2023,Premier League,La Liga,Chelsea,Real Madrid,28,29,DF,3035.0,2415.0,0.08896210873146623,0.037267080745341616,-0.05169502798612462,0.0,0.0,0.0,0.06820428336079078,0.06708074534161491,-0.0011235380191758626,0.020757825370675453,0.003726708074534162,-0.01703111729614129,,2.198757763975155,,1.601317957166392,0.782608695652174,-0.8187092615142181,83.62438220757825,67.6024844720497,-16.021897735528555
André Gomes,https://fbref.com/en/players/1961b2aa/Andre-Gomes,2021-2022,2022-2023,Premier League,Ligue 1,Everton,Lille,28,29,MF,619.0,1629.0,0.0,0.16574585635359115,0.16574585635359115,0.14539579967689822,0.11049723756906077,-0.034898562107837455,0.10177705977382874,0.06077348066298342,-0.04100357911084532,0.029079159935379646,0.06629834254143646,0.03721918260605682,,8.83977900552486,,0.8723747980613893,1.43646408839779,0.5640892903364007,54.668820678513725,83.97790055248618,29.30907987397245
Ángel Di María,https://fbref.com/en/players/19cda00b/Angel-Di-Maria,2021-2022,2022-2023,Ligue 1,Serie A,Paris S-G,Juventus,33,34,FW,1645.0,1363.0,0.2735562310030395,0.26412325752017607,-0.009432973482863427,0.3829787234042553,0.26412325752017607,-0.11885546588407925,0.2954407294832827,0.20469552457813647,-0.09074520490514623,0.3829787234042553,0.2971386647101981,-0.0858400586940572,,6.3389581804842265,,4.048632218844984,3.697725605282465,-0.3509066135625192,76.59574468085106,56.19222303741746,-20.403521643433592
Andreas Christensen,https://fbref.com/en/players/1cb49278/Andreas-Christensen,2021-2022,2022-2023,Premier League,La Liga,Chelsea,Barcelona,25,26,DF,1496.0,1760.0,0.0,0.05113636363636363,0.05113636363636363,0.0,0.05113636363636363,0.05113636363636363,0.03609625668449198,0.05113636363636363,0.015040106951871655,0.012032085561497326,0.025568181818181816,0.01353609625668449,,4.653409090909091,,0.8422459893048128,0.9204545454545454,0.07820855614973266,88.85695187165774,84.47727272727272,-4.3796791443850225
Erling Haaland,https://fbref.com/en/players/1f44ac21/Erling-Haaland,2021-2022,2022-2023,Bundesliga,Premier League,Dortmund,Manchester City,21,22,FW,1911.0,2769.0,1.0361067503924646,1.1700975081256773,0.13399075773321267,0.3767660910518053,0.2600216684723727,-0.11674442257943263,0.8430141287284143,0.923076923076923,0.08006279434850871,0.2543171114599686,0.1722643553629469,-0.0820527560970217,,1.8851570964247022,,1.8838304552590266,1.1375947995666307,-0.7462356556923959,33.01412872841444,24.799566630552548,-8.214562097861894
Kieran Trippier,https://fbref.com/en/players/21512407/Kieran-Trippier,2021-2022,2022-2023,La Liga,Premier League,Atlético Madrid,Newcastle Utd,30,31,"DF,FW",976.0,3341.0,0.0,0.02693804250224484,0.02693804250224484,0.0,0.18856629751571388,0.18856629751571388,0.009221311475409836,0.024244238252020354,0.015022926776610518,0.027663934426229504,0.334031727027836,0.3063677926016065,,7.003891050583658,,1.290983606557377,1.2122119126010178,-0.07877169395635919,79.48770491803278,83.56180784196349,4.07410292393071
Mikkel Damsgaard,https://fbref.com/en/players/215f3907/Mikkel-Damsgaard,2021-2022,2022-2023,Serie A,Premier League,Sampdoria,Brentford,21,22,"MF,FW",578.0,988.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09342560553633217,0.2368421052631579,0.14341649972682574,0.07785467128027682,0.12753036437246962,0.0496756930921928,,4.008097165991903,,1.7128027681660898,0.819838056680162,-0.8929647114859278,54.80968858131487,48.188259109311744,-6.621429472003129
Jean-Victor Makengo,https://fbref.com/en/players/22bfb57e/Jean-Victor-Makengo,2021-2022,2022-2023,Serie A,Ligue 1,Udinese,Lorient,23,24,MF,2351.0,1064.0,0.038281582305401955,0.0,-0.038281582305401955,0.11484474691620586,0.0,-0.11484474691620586,0.11484474691620586,0.008458646616541353,-0.1063861002996645,0.0842194810718843,0.042293233082706765,-0.04192624798917754,,3.552631578947368,,2.1054870267971073,1.9454887218045112,-0.15999830499259615,41.0761378136963,55.150375939849624,14.074238126153325
Nahuel Molina,https://fbref.com/en/players/23610943/Nahuel-Molina,2021-2022,2022-2023,Serie A,La Liga,Udinese,Atlético Madrid,23,24,DF,2638.0,2867.0,0.23881728582259287,0.12556679455877223,-0.11325049126382064,0.06823351023502654,0.06278339727938612,-0.005450112955640421,0.12964366944655042,0.08161841646320196,-0.04802525298334846,0.1262319939347991,0.12242762469480294,-0.0038043692399961776,,3.5158702476456227,,2.0811220621683093,2.2915940006975934,0.21047193852928414,51.44806671721001,69.97209626787583,18.524029550665816
Boulaye Dia,https://fbref.com/en/players/244bc2c8/Boulaye-Dia,2021-2022,2022-2023,La Liga,Serie A,Villarreal,Salernitana,24,25,FW,1269.0,2518.0,0.3546099290780142,0.5718824463860207,0.2172725173080065,0.3546099290780142,0.21445591739475775,-0.14015401168325645,0.3829787234042554,0.3145353455123114,-0.06844337789194399,0.1702127659574468,0.1108022239872915,-0.0594105419701553,,1.7871326449563145,,1.5602836879432624,1.715647339158062,0.15536365121479956,26.666666666666668,31.632247815726767,4.9655811490601
Junior Sambia,https://fbref.com/en/players/24eb7ed6/Junior-Sambia,2021-2022,2022-2023,Ligue 1,Serie A,Montpellier,Salernitana,24,25,"DF,FW",1533.0,697.0,0.05870841487279843,0.0,-0.05870841487279843,0.0,0.1291248206599713,0.1291248206599713,0.09393346379647749,0.07747489239598278,-0.016458571400494712,0.041095890410958895,0.2065997130559541,0.1655038226449952,,3.486370157819225,,3.170254403131115,2.96987087517934,-0.20038352795177516,54.18786692759295,65.07890961262554,10.891042685032588
Nayef Aguerd,https://fbref.com/en/players/288e1e13/Nayef-Aguerd,2021-2022,2022-2023,Ligue 1,Premier League,Rennes,West Ham,25,26,DF,2735.0,1595.0,0.06581352833638025,0.11285266457680251,0.04703913624042226,0.06581352833638025,0.0,-0.06581352833638025,0.06910420475319927,0.12413793103448277,0.0550337262812835,0.009872029250457038,0.02821316614420063,0.01834113689374359,,1.4106583072100314,,0.3619744058500914,0.11285266457680251,-0.24912174127328887,81.24680073126143,53.54858934169279,-27.69821138956864
Marin Pongračić,https://fbref.com/en/players/2a6cd437/Marin-Pongracic,2021-2022,2022-2023,Bundesliga,Serie A,Dortmund,Lecce,23,24,DF,827.0,790.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01139240506329114,0.01139240506329114,,2.1645569620253164,,0.7617896009673519,0.34177215189873417,-0.42001744906861777,79.87908101571948,49.55696202531645,-30.322118990403027
Moussa Sissoko,https://fbref.com/en/players/2acd49b9/Moussa-Sissoko,2021-2022,2022-2023,Premier League,Ligue 1,Watford,Nantes,31,32,MF,3220.0,1918.0,0.055900621118012424,0.09384775808133473,0.03794713696332231,0.027950310559006212,0.0,-0.027950310559006212,0.10621118012422359,0.11261730969760167,0.006406129573378078,0.08664596273291926,0.04223149113660063,-0.04441447159631863,,4.927007299270073,,1.4254658385093166,1.548488008342023,0.12302216983270631,43.43478260869565,45.18769551616267,1.7529129074670209
Tyler Adams,https://fbref.com/en/players/2b09d998/Tyler-Adams,2021-2022,2022-2023,Bundesliga,Premier League,RB Leipzig,Leeds United,22,23,MF,1351.0,2156.0,0.0,0.0,0.0,0.06661732050333087,0.0,-0.06661732050333087,0.013323464100666173,0.004174397031539889,-0.009149067069126285,0.05995558845299778,0.05844155844155844,-0.001514030011439342,,5.6771799628942485,,1.3323464100666174,0.7931354359925789,-0.5392109740740385,70.74759437453739,67.95918367346938,-2.7884107010680026
Mario Lemina,https://fbref.com/en/players/2b471f99/Mario-Lemina,2021-2022,2022-2023,Ligue 1,Premier League,Nice,Wolves,27,28,MF,1967.0,1299.0,0.09150991357397052,0.0,-0.09150991357397052,0.0,0.06928406466512702,0.06928406466512702,0.09150991357397052,0.020785219399538105,-0.07072469417443242,0.018301982714794104,0.020785219399538105,0.002483236684744001,,2.9099307159353347,,1.6014234875444842,0.4157043879907621,-1.1857190995537221,65.4753431621759,55.01154734411085,-10.463795818065051
Alexis Sánchez,https://fbref.com/en/players/2c0f8e9e/Alexis-Sanchez,2021-2022,2022-2023,Serie A,Ligue 1,Inter,Marseille,32,33,FW,881.0,2679.0,0.510783200908059,0.47032474804031354,-0.04045845286774541,0.2043132803632236,0.1007838745800672,-0.1035294057831564,0.4392735527809307,0.4232922732362822,-0.015981279544648508,0.2043132803632236,0.1948488241881299,-0.0094644561750937,,4.2665173572228445,,2.2474460839954595,1.4109742441209407,-0.8364718398745188,57.718501702610666,41.45576707726764,-16.26273462534303
Armand Lauriente,https://fbref.com/en/players/2d22cea7/Armand-Lauriente,2021-2022,2022-2023,Ligue 1,Serie A,Lorient,Sassuolo,22,23,"FW,MF",2477.0,2175.0,0.21800565199838515,0.28965517241379307,0.07164952041540792,0.07266855066612839,0.2482758620689655,0.17560731140283714,0.27250706499798144,0.19448275862068964,-0.0780243063772918,0.14533710133225677,0.25655172413793104,0.11121462280567426,,3.7241379310344827,,3.233750504642713,5.255172413793103,2.0214219091503898,38.25999192571659,45.51724137931034,7.257249453593751
Ozan Kabak,https://fbref.com/en/players/2d61d13a/Ozan-Kabak,2021-2022,2022-2023,Premier League,Bundesliga,Norwich City,Hoffenheim,21,22,DF,922.0,2388.0,0.0,0.07537688442211055,0.07537688442211055,0.0,0.07537688442211055,0.07537688442211055,0.02928416485900217,0.048994974874371856,0.019710810015369687,0.0,0.048994974874371856,0.048994974874371856,,2.8643216080402008,,0.8785249457700651,0.8668341708542713,-0.011690774915793845,51.93058568329718,59.849246231155774,7.918660547858593
Harry Winks,https://fbref.com/en/players/2f7acede/Harry-Winks,2021-2022,2022-2023,Premier League,Serie A,Tottenham,Sampdoria,25,26,MF,912.0,1716.0,0.0,0.0,0.0,0.09868421052631579,0.0,-0.09868421052631579,0.00986842105263158,0.031468531468531465,0.021600110415899883,0.1480263157894737,0.06818181818181819,-0.07984449760765551,,6.136363636363637,,0.986842105263158,0.9965034965034966,0.009661391240338602,75.78947368421053,58.58391608391609,-17.205557600294448
Zeki Çelik,https://fbref.com/en/players/31a62dc7/Zeki-Celik,2021-2022,2022-2023,Ligue 1,Serie A,Lille,Roma,24,25,DF,2696.0,1504.0,0.06676557863501484,0.0,-0.06676557863501484,0.10014836795252226,0.05984042553191489,-0.04030794242060737,0.036721068249258165,0.017952127659574466,-0.0187689405896837,0.06008902077151335,0.09574468085106383,0.035655660079550476,,4.009308510638298,,2.4035608308605343,2.0345744680851063,-0.36898636277542796,69.3026706231454,65.94414893617021,-3.3585216869751946
Raphinha,https://fbref.com/en/players/3423f250/Raphinha,2021-2022,2022-2023,Premier League,La Liga,Leeds United,Barcelona,24,25,"FW,MF",2915.0,2072.0,0.339622641509434,0.30405405405405406,-0.03556858745537994,0.09262435677530018,0.30405405405405406,0.21142969727875388,0.3149228130360206,0.403957528957529,0.08903471592150841,0.23156089193825044,0.4256756756756757,0.19411478373742527,,4.517374517374518,,2.7478559176672386,4.213320463320463,1.4654645456532247,55.45111492281304,69.32432432432432,13.873209401511282
Sekou Mara,https://fbref.com/en/players/3544641e/Sekou-Mara,2021-2022,2022-2023,Ligue 1,Premier League,Bordeaux,Southampton,19,20,"FW,MF",905.0,555.0,0.5966850828729282,0.16216216216216214,-0.43452292071076604,0.0,0.3243243243243243,0.3243243243243243,0.507182320441989,0.16216216216216214,-0.3450201582798268,0.06961325966850829,0.12972972972972974,0.06011647006122145,,1.135135135135135,,0.6961325966850829,1.135135135135135,0.4390025384500522,34.408839779005525,35.83783783783784,1.4289980588323132
Luca Pellegrini,https://fbref.com/en/players/3b61c9ec/Luca-Pellegrini,2021-2022,2022-2023,Serie A,Bundesliga,Juventus,Eint Frankfurt,22,23,DF,1107.0,557.0,0.0,0.0,0.0,0.08130081300813008,0.0,-0.08130081300813008,0.024390243902439022,0.09694793536804308,0.07255769146560406,0.1382113821138211,0.12926391382405744,-0.008947468289763671,,3.5547576301615798,,1.7073170731707317,3.0700179533213645,1.3627008801506328,65.04065040650406,83.05206463195691,18.011414225452853
Ivo Grbić,https://fbref.com/en/players/3f034750/Ivo-Grbic,2021-2022,2022-2023,Ligue 1,La Liga,Lille,Atlético Madrid,25,26,GK,1890.0,922.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,29.857142857142858,35.23861171366595,5.381468856523089
Mathías Olivera,https://fbref.com/en/players/41c12f75/Mathias-Olivera,2021-2022,2022-2023,La Liga,Serie A,Getafe,Napoli,23,24,DF,2803.0,1643.0,0.03210845522654299,0.10955569080949482,0.07744723558295183,0.09632536567962896,0.10955569080949482,0.013230325129865855,0.07706029254370317,0.038344491783323185,-0.03871580076037998,0.07706029254370317,0.11503347534996956,0.037973182806266395,,4.820450395617772,,2.343917231537638,3.2866707242848445,0.9427534927472063,59.68961826614341,86.98721850273888,27.29760023659547
Jonathan Ikone,https://fbref.com/en/players/42eaa028/Jonathan-Ikone,2021-2022,2022-2023,Ligue 1,Serie A,Lille,Fiorentina,23,24,"MF,FW",1062.0,2007.0,0.0847457627118644,0.17937219730941703,0.09462643459755263,0.0,0.17937219730941703,0.17937219730941703,0.17796610169491525,0.18385650224215244,0.00589040054723719,0.1864406779661017,0.16591928251121077,-0.02052139545489093,,3.004484304932735,,2.8813559322033897,3.7219730941704037,0.840617161967014,48.813559322033896,41.30044843049327,-7.513110891540627
Malang Sarr,https://fbref.com/en/players/4315f30d/Malang-Sarr,2021-2022,2022-2023,Premier League,Ligue 1,Chelsea,Monaco,22,23,DF,546.0,716.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06593406593406594,0.0,-0.06593406593406594,,7.416201117318436,,1.4835164835164836,0.6284916201117319,-0.8550248634047517,91.48351648351648,74.16201117318435,-17.321505310332128
Ander Herrera,https://fbref.com/en/players/436a9dd0/Ander-Herrera,2021-2022,2022-2023,Ligue 1,La Liga,Paris S-G,Athletic Club,31,32,MF,1091.0,697.0,0.24747937671860679,0.0,-0.24747937671860679,0.16498625114573787,0.1291248206599713,-0.035861430485766566,0.06599450045829515,0.06456241032998565,-0.0014320901283094989,0.1154903758020165,0.11621233859397417,0.0007219627919576727,,5.164992826398852,,0.9074243813015582,1.0329985652797704,0.12557418397821218,97.67186067827681,69.72740315638451,-27.944457521892303
Ludovic Ajorque,https://fbref.com/en/players/462475ed/Ludovic-Ajorque,2021-2022,2022-2023,Ligue 1,Bundesliga,Strasbourg,Mainz 05,27,28,FW,2738.0,1211.0,0.3944485025566107,0.4459124690338563,0.051463966477245604,0.26296566837107377,0.07431874483897605,-0.18864692353209772,0.34842951059167276,0.3418662262592898,-0.006563284332382957,0.23009495982468955,0.1263418662262593,-0.10375309359843027,,2.303881090008258,,0.6902848794740687,0.37159372419488024,-0.31869115527918845,40.49671292914536,41.24690338563171,0.7501904564863509
El Bilal Touré,https://fbref.com/en/players/47c609d5/El-Bilal-Toure,2021-2022,2022-2023,Ligue 1,La Liga,Reims,Almería,19,20,FW,1194.0,1264.0,0.1507537688442211,0.49841772151898733,0.34766395267476624,0.3015075376884422,0.14240506329113925,-0.15910247439730293,0.3090452261306532,0.4485759493670886,0.1395307232364354,0.12814070351758794,0.09256329113924051,-0.035577412378347426,,0.9968354430379747,,1.658291457286432,1.2816455696202531,-0.3766458876661789,36.859296482412056,28.979430379746837,-7.879866102665218
Ruslan Malinovskyi,https://fbref.com/en/players/48d5bd33/Ruslan-Malinovskyi,2021-2022,2022-2023,Serie A,Ligue 1,Atalanta,Marseille,28,29,"MF,FW",1592.0,1227.0,0.33919597989949746,0.07334963325183375,-0.2658463466476637,0.28266331658291455,0.07334963325183375,-0.2093136833310808,0.1865577889447236,0.1687041564792176,-0.017853632465506003,0.3335427135678392,0.17603911980440098,-0.15750359376343823,,4.69437652811736,,3.3354271356783918,2.567237163814181,-0.7681899718642109,65.63442211055276,51.198044009779956,-14.436378100772806
Timo Werner,https://fbref.com/en/players/49fe9070/Timo-Werner,2021-2022,2022-2023,Premier League,Bundesliga,Chelsea,RB Leipzig,25,26,"FW,MF",1283.0,1937.0,0.2805923616523772,0.4181724315952504,0.1375800699428732,0.0701480904130943,0.13939081053175012,0.06924272011865581,0.4770070148090413,0.4228187919463087,-0.05418822286273256,0.021044427123928292,0.14403717088280849,0.1229927437588802,,2.369643779039752,,3.226812159002338,3.0201342281879193,-0.20667793081441888,38.58144972720187,42.00309757356737,3.4216478463655022
Jordan Veretout,https://fbref.com/en/players/4a56052c/Jordan-Veretout,2021-2022,2022-2023,Serie A,Ligue 1,Roma,Marseille,28,29,MF,2319.0,2863.0,0.1552393272962484,0.12574222843171498,-0.029497098864533416,0.3104786545924968,0.09430667132378624,-0.21617198326871057,0.17852522639068563,0.1225986727209221,-0.055926553669763526,0.20957309184993533,0.11945511701012923,-0.0901179748398061,,7.796018162766329,,1.9016817593790427,1.854697869367796,-0.0469838900112467,62.75549805950841,74.6908836884387,11.935385628930291
Oriol Romeu,https://fbref.com/en/players/4b511457/Oriol-Romeu,2021-2022,2022-2023,Premier League,La Liga,Southampton,Girona,29,30,MF,2889.0,2950.0,0.06230529595015576,0.06101694915254237,-0.0012883467976133947,0.06230529595015576,0.0,-0.06230529595015576,0.04361370716510903,0.05491525423728814,0.011301547072179105,0.09034267912772585,0.02745762711864407,-0.06288505200908179,,4.057627118644068,,1.1838006230529594,0.4576271186440678,-0.7261735044088916,62.80373831775701,59.552542372881355,-3.251195944875654
Justin Kluivert,https://fbref.com/en/players/4c3a6744/Justin-Kluivert,2021-2022,2022-2023,Ligue 1,La Liga,Nice,Valencia,22,23,MF,1868.0,1447.0,0.19271948608137043,0.3731859018659295,0.18046641578455905,0.24089935760171305,0.0,-0.24089935760171305,0.1349036402569593,0.4105044920525224,0.27560085179556304,0.2360813704496788,0.1492743607463718,-0.08680700970330701,,2.052522460262612,,3.9989293361884366,3.607463718037318,-0.39146561815111847,43.265524625267666,36.26123013130615,-7.004294493961517
Casemiro,https://fbref.com/en/players/4d224fe8/Casemiro,2021-2022,2022-2023,La Liga,Premier League,Real Madrid,Manchester Utd,29,30,MF,2569.0,2124.0,0.03503308680420397,0.1694915254237288,0.13445843861952483,0.10509926041261192,0.1271186440677966,0.022019383655184688,0.08758271701050993,0.14406779661016947,0.05648507959965954,0.09809264305177111,0.1313559322033898,0.033263289151618705,,6.440677966101695,,0.8057609964966913,0.5932203389830508,-0.21254065751364049,82.46788633709615,74.4915254237288,-7.976360913367344
Aurélien Tchouaméni,https://fbref.com/en/players/4f255115/Aurelien-Tchouameni,2021-2022,2022-2023,Ligue 1,La Liga,Monaco,Real Madrid,21,22,MF,2929.0,2119.0,0.09218163195629908,0.0,-0.09218163195629908,0.06145442130419938,0.16989145823501653,0.10843703693081715,0.06145442130419938,0.07645115620575743,0.014996734901558048,0.08603618982587913,0.0934403020292591,0.00740411220337997,,6.0311467673430865,,1.4441789006486856,1.7413874469089192,0.29720854626023363,76.38784568111984,84.52100047192071,8.133154790800873
Clément Lenglet,https://fbref.com/en/players/4f28a6ff/Clement-Lenglet,2021-2022,2022-2023,La Liga,Premier League,Barcelona,Tottenham,26,27,DF,826.0,2019.0,0.0,0.0,0.0,0.10895883777239711,0.08915304606240713,-0.019805791709989973,0.02179176755447942,0.04457652303120357,0.022784755476724147,0.03268765133171913,0.02674591381872214,-0.005941737512996991,,3.789004457652303,,2.070217917675545,1.4710252600297176,-0.5991926576458273,97.30024213075062,74.26448736998515,-23.03575476076547
Felipe,https://fbref.com/en/players/51a3c4c8/Felipe,2021-2022,2022-2023,La Liga,Premier League,Atlético Madrid,Nott'ham Forest,32,33,DF,1504.0,1418.0,0.11968085106382978,0.0,-0.11968085106382978,0.05984042553191489,0.06346967559943582,0.003629250067520934,0.04188829787234042,0.07616361071932298,0.03427531284698256,0.023936170212765957,0.057122708039492244,0.03318653782672629,,1.396332863187588,,0.29920212765957444,0.19040902679830746,-0.10879310086126698,57.74601063829787,50.64880112834979,-7.09720950994808
